event_name,ebase_id,event_type
"Flash Services PMI",583,"Business"
"German ifo Business Climate",316,"Business"
"CBI Realized Sales",329,"Business"
"Belgian NBB Business Climate",317,"Business"
"Richmond Manufacturing Index",186,"Business"
"ANZ Business Confidence",319,"Business"
"Manufacturing PMI",449,"Business"
"Non-Manufacturing PMI",520,"Business"
"Chicago PMI",189,"Business"
"Tankan Manufacturing Index",312,"Business"
"Tankan Non-Manufacturing Index",327,"Business"
